mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__n_neighbors,param_classifier__p,param_tfidf__max_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.031538963317871094,0.0014405610421921761,0.10503683090209961,0.010429023667268037,5,2,2000,"{'classifier__n_neighbors': 5, 'classifier__p': 2, 'tfidf__max_features': 2000}",0.8410981697171381,0.8261231281198004,0.8477537437603994,0.8402662229617305,0.8434637801831807,0.8397410089484498,0.00728872222282999,6,0.8473060120657374,0.849802371541502,0.8475140420220512,0.8502184314541293,0.8512895174708819,0.8492260749108602,0.0015615621957227191
0.03377113342285156,0.0017864509533349572,0.11104726791381836,0.006142497037465622,5,2,3000,"{'classifier__n_neighbors': 5, 'classifier__p': 2, 'tfidf__max_features': 3000}",0.8660565723793677,0.8352745424292846,0.8668885191347754,0.8477537437603994,0.8776019983347211,0.8587150752077097,0.01514614139370292,1,0.8859995839400874,0.8843353442895777,0.8835032244643228,0.8851674641148325,0.8862312811980033,0.8850473796013647,0.0010211900661546726
0.038470220565795896,0.0032167126450247867,0.0,0.0,5,3,1000,"{'classifier__n_neighbors': 5, 'classifier__p': 3, 'tfidf__max_features': 1000}",,,,,,,,19,,,,,,,
0.03521432876586914,0.004756136916385191,0.0,0.0,5,3,2000,"{'classifier__n_neighbors': 5, 'classifier__p': 3, 'tfidf__max_features': 2000}",,,,,,,,19,,,,,,,
0.03720850944519043,0.0026402864699576257,0.0,0.0,5,3,3000,"{'classifier__n_neighbors': 5, 'classifier__p': 3, 'tfidf__max_features': 3000}",,,,,,,,19,,,,,,,
0.059989643096923825,0.014013858197498005,0.07758617401123047,0.00748747564518732,7,1,1000,"{'classifier__n_neighbors': 7, 'classifier__p': 1, 'tfidf__max_features': 1000}",0.8144758735440932,0.8044925124792013,0.8261231281198004,0.8178036605657238,0.8226477935054122,0.8171085936428462,0.007463570245224184,14,0.8194299979197004,0.8258789265654254,0.8192219679633868,0.8296234657790722,0.8232113144758736,0.8234731345406916,0.003952273531991637
0.06011815071105957,0.0027627568485972627,0.07422704696655273,0.005133032060737533,7,1,2000,"{'classifier__n_neighbors': 7, 'classifier__p': 1, 'tfidf__max_features': 2000}",0.8202995008319468,0.8178036605657238,0.8252911813643927,0.8119800332778702,0.8218151540383014,0.8194379060156469,0.004448485361567303,10,0.8185978780944456,0.8265030164343665,0.820470147701269,0.8219263573954649,0.8219633943427621,0.8218921587936616,0.002613069195516352
0.061556339263916016,0.01007020958516212,0.07423477172851563,0.007744236434810275,7,1,3000,"{'classifier__n_neighbors': 7, 'classifier__p': 1, 'tfidf__max_features': 3000}",0.8061564059900166,0.8053244592346089,0.8261231281198004,0.7978369384359401,0.8201498751040799,0.8111181613768892,0.010404785088079535,16,0.806116080715623,0.8192219679633868,0.8198460578323279,0.8242146869149157,0.8180116472545758,0.8174820881361657,0.006056566327497666
0.03803386688232422,0.008348522122625187,0.11454834938049316,0.010373501120349828,7,2,1000,"{'classifier__n_neighbors': 7, 'classifier__p': 2, 'tfidf__max_features': 1000}",0.8435940099833611,0.8286189683860233,0.8535773710482529,0.8444259567387687,0.8442964196502915,0.8429025451613394,0.008033856679547605,5,0.8541710006240899,0.8543790305804035,0.8479301019346785,0.8550031204493447,0.8500415973377704,0.8523049701852574,0.0028045013754898285
0.03828363418579102,0.004995749497063168,0.12351789474487304,0.019214003226975446,7,2,2000,"{'classifier__n_neighbors': 7, 'classifier__p': 2, 'tfidf__max_features': 2000}",0.8402662229617305,0.8311148086522463,0.8427620632279534,0.8394342762063228,0.835970024979184,0.8379094792054873,0.004033753818577625,7,0.840441023507385,0.8610359891824423,0.8429373829831496,0.8431454129394633,0.8446339434276207,0.8464387504080122,0.007421793335499702
0.03472757339477539,0.001631139463946801,0.11285839080810547,0.005930831651997163,7,2,3000,"{'classifier__n_neighbors': 7, 'classifier__p': 2, 'tfidf__max_features': 3000}",0.8660565723793677,0.8361064891846922,0.8635607321131448,0.8494176372712147,0.8726061615320566,0.8575495184960952,0.013123552512489306,2,0.8799667152069898,0.8801747451633035,0.8764302059496567,0.8793426253380486,0.8785357737104825,0.8788900130736963,0.0013557889586269265
0.030886077880859376,0.0005754605600841634,0.0,0.0,7,3,1000,"{'classifier__n_neighbors': 7, 'classifier__p': 3, 'tfidf__max_features': 1000}",,,,,,,,19,,,,,,,
0.030601644515991212,0.0010880801515722235,0.0,0.0,7,3,2000,"{'classifier__n_neighbors': 7, 'classifier__p': 3, 'tfidf__max_features': 2000}",,,,,,,,19,,,,,,,
0.03101687431335449,0.0027739728111521407,0.0,0.0,7,3,3000,"{'classifier__n_neighbors': 7, 'classifier__p': 3, 'tfidf__max_features': 3000}",,,,,,,,19,,,,,,,
